comment,label
chất_lượng sản_phẩm rất kémkhông đúng màu yêu_cầu màu xanh da_trời giao màu vậy case có 1 lỗ lủng lẻ giữa,1
chất_lượng sản_phẩm tạm được đế xốp bị kêu ra tiếng mặc_dù êm nhưng do làm bằng xốp k biết có bền có chống trơn đc k,1
thấy tốt có nút học lệnh sp dùng ngon,0
1 quạt bị hư mất cái pin phục_vụ rất kém phục_vụ kém chất_lượng sản_phẩm kém,1
tiền_nào_của_ấy chắc đeo được vài ngày,1
chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém phục_vụ rất kém tất_cả chỉ lừa_đảo hàng ko dùng đk trả hàng bảo ko đk mọi người đừng nêm mua lm j,1
chất_liệu tốt giáo hàng rất nhanh nhưng dây hơi dài hihi ks ns chung tuyệt_vời,0
san phâm đep như hinh phuc_vu rât chu đao va nhiêt tinh cam ơn rât nhiêu,0
nhiệt_tình giao hàng nhanh,0
lừa_đảo bạn không nêb mua,1
ăn ngon,0
sản_phẩm đc đóng bọc rất cẩn_thận giao hàng siêu nhanh phấn độ bám nhẹ có ánh nhũ dùng ổn,0
balo nhỏ quá đặt nhiều hàng trên sendo cảm_thấy ko tin_tưởng nổichắc ko có lần sau,1
chất_lượng sản_phẩm khá tuyệt_vời so vs giá tiền quả 1 cái giá phù_hợp có cái cổ giày mũi thôi     ,0
hàng đẹp lắm ạ chất_lượng sản_phẩm tuyệt_vời tội mũ con trai m đội rộng quad,0
tuyệt_vời,0
thanksb chủ cực nhiệt_tìnhmình sẽ mua lại nếu có lần tới 3,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phân min đep co mêm,0
sản_phẩm rất tốt siêu đẹp,0
đẹp giao hàng nhanh,0
giao hàng quá chậm đóng_gói không đẹp chất_lượng dịch_vụ không tốt,1
mặc_dù chất_lượng hạt không đồng_đều nhưng rất ổn so mức giá bán giá tốt,0
chất_lượng sản_phẩm tuyệt_vời phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh đóng_gói kỷ thêm chút nữa nhé cắt bao_bì bi phạm làm rách bao_bi chứa khô gà,0
hinhf ảnh có khác ó sản_phẩm,1
đã nhận được hàng nghe gọi không ổn tí chỉ nghe thấy lèo_xèo qua_loa,1
5 sao vì chất_lượng,0
rat hai long ve spgia ca lai rat okhy vong se co nhieu sp ưng_ý để kh lua chon,0
mua cũng gần năm rồi mua luôn cả típ dài_dài kết_hợp nguyên bộ thấy cũng chả khả_quan không bằng loại mặt_nạ ngủ dưỡng trắng thật_sự thấy quá_sức thất_vọng,1
hàng đẹp giao hàng nhanh,0
dat hag da nhan hag k co cuog luc lam an kj v,1
sách đẹp giao hàng nhanh_chóng nội_dung bình_thường không thực_sự hấp_dẫn,1
gia ok,0
mjnh thank nhju mjnh măm rùi nhưng hơi mặn 1_chút lần sau ủng_hộ dài_dài,0
mua gấu ăn gấu chê ngọt khó ănvà tôi cũng thấy ngọt quá mứctrước mua ở lazada ăn rất ngon chứ k phải ngọt như thế_này gấu chê nên tôi 1 sao mốt ghi rõ vị ngta biết tôi tôi ghét ăn ngọt,1
ship ko đủ món ib cung ko tl trong khj đo truc_tuyến,1
 mua nồi về mới nấu 2 lần qua lần t3 đèn váo lúc đỏ lúc ko ko pt có nấu đc ko hỏi tư_vấn cách dùng sp tl đc 1 lần còn lần sau hỏi 2 ngày rồi ko rep,1
rất hài_lòng về chất_lượng còn đc tặng thêm quà nữa cảm_ơn chị chủ nha,0
mất quả pin anker hàng xách tay gần củ tiếc đứt_ruột  lên sục_sạo rồi xách em về dùng được hơn tháng rồi thấy ngon chẳng kém giá bằng có 13 pin dự_phòng chắc ngoài anker được thằng xiaomi ngon chứ mấy ông kia dùng nóng v cả ra chỉ tổ chai pin đt,0
tay hơi nhỏ mẫu worldtime khá vừa lúc trước ngại đeo đồng_hồ do tay nhỏ đep không đẹp dè đeo đẹ không_tưởng tương_tác tốt hàng chất_lượng đáng đồng_tiền_bát_gạo nhé,0
 chỉ gửi tn thực_ra giao hang k dung mau hết hang phai gọi điện chứ cần lưu_ý nhiều lúc bận quá lên shopee được,1
may_dap ko chay gi het phai lang banh xe moi di dc con đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt thời_gian giao hàng rất nhanh,0
k đúng số màu chọn,1
đóng_gói sản_phẩm rất đẹp giao hàng nhanh nhưng_mà em thấy son đánh lên môi bị vón cục khô môi mau trôi chứ không mịn lì như nói   em hơi thất_vọng một_chút,1
chủ tư_vấn nhiệt_tình,0
giày da cứng mang phỏng cả chân size 35 đóng_gói cẩn_thận,1
gói hàng kĩ muốn hờn luôn,0
k phải yếm cotton yếm xô,1
rất thất_vọng vì giao hủ cận date,1
giao hàng nhanh sp tốt chủ nhiệt_tình rất đáng đc 5 sao chúc_mừng,0
áo lần mỏng hơn lần trước,1
phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn máy chạy khá nóng yếu,1
hàng không đúng mẫu,1
quạt yếu qá,1
thời_gian giao hàng nhanh nhưng chất_lượng sản_phẩm kém dù giá ban_đầu rao 699k giảm còn 97k đồng_hồ chạy nhanh khoảng 15p mỗi 8 tiếng mua về đeo 1 ngày quăng ok,1
bàn_chải giao ko đunhs cái minh đặt giao hàng dỏm,1
mới mua về 1 cây liền mua thêm nữa,0
hạt óc_chó héo cũ ko ăn được phải bỏ gần hết bán hàng cũ quá đát lừa_đảo,1
ăn cũng tạm giá nhưng thành so ra hơi đắt cũng tiện những hôm lười nhưng bên trong không được như mô_tả ăn liên_tục rất ngán dù vị nhàn_nhạt dù ăn chung sữa nhưng vẫn hơi cứng chứ không được giòn lắm c,1
chất_lượng sản_phẩm tuyệt_vời giao dung dang tin o,0
đã nhắn_tin hãy kiểm_tra hàng giúp nhưng vẫn giao 1 cái gối bị rách quá tệ,1
ảnh rất đẹp nhé,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền nhưng t có ghi_chú hướng_dẫn sd khoá ma k có thấy sp giống y_như hình,0
đả gui ah thíu bửa chữ k dc ep kiu chinh dep xiu ma thay cung binh thw ak ma phuc_vu rat ok,0
phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn,0
ban mât pha ko kêt_tinh bo ngăn mat tu_lanh lưu_y la mât pha đương nâu tan vân ko đông_đa trên ngăn đông tu_lanh chất_lượng sản_phẩm rất kém mât nguyên_chât la mât phai bi kêt tinh ơ nhiêt đô thâp nhât_la trong ngăn mat tu_lanh khoan 7 ngay lưa khach_hang,1
đủ phụ_kiện từ sạc đến cáp chạy phà_phà so giá,0
mua về đeo ok chất_lượng chống nước quá kém mưa nước chất_lượng sản_phẩm kém,1
chất_lượng sản_phẩm tuyệt_vời phục_vụ rất tốt rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh nói_chung ok hết lần sau nếu e có mua nhớ bỏ hộp e nha,0
giày bên đẹp lắm ạ mk rất ưng,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền nhiệt_tình lần sau sẽ ủng_hộ,0
đã ghi con gái giao hàng như con trai ko hài_lòng,1
măt qua di mua roi giong nhu bi lừa vay,1
đã nhận được hàng giày chuẩn form y_hình thích_mê luôn ạ,0
lần đầu mua hàng trên shopee hàng rất ok nay mới rảnh để lên đánh_giá sản_phẩm sản_phẩm quá tốt so tiền bỏ ra,0
em hỏi sao không sài được,0
son bám rất lâu gần như tatoo lên môi chất son nhẹ ko dính,0
đợt đầu mua hàng ok thấy vậy đợt mua nhìu tý chất_lượng sản_phẩm kém xa đợt đầu còn lấy có 1 màu duy_nhất thất_vọng,1
xấu rất tệ,1
dây cước quá nhỏ cần thi k chắc_chắn như hinh chi được 1m6 k đủ 1m8 như đã nghi đóng_gói lỏng_lẻo bục cả ra ngoài,1
đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời lần mua cũng được tặng kèm quà nhỏ_xinh cám_ơn,0
sản_phẩm tuyệt_vời rất thích,0
chất_lượng sản_phẩm rất kém đóng_gói sản_phẩm rất kém đóng_gói sản_phẩm rất kém rất không đáng tiền,1
hàng không đạt chất_lượng như những lần trước tôi mua sản_phẩm trên shopee nghi_ngờ hàng giả yêu_cầu shopee trả_lời hàng vừa loãng dùng ko thấy da mặt thẩm_thấu như lần trước loang_lổ thành vết khô trắng trên mặt dù để suốt cả đêm khô da hơn bình_thường trước_đây dùng,1
sp het han,1
cần thiết_kế bộ tăng áp áp_lực mạnh hơn nước chảy vẫn ko như mong_muốn,1
đóng_gói sản_phẩm rất đẹp chắc_chắn hương thơm dễ_chịu,0
sp tốt chất_lượng sản_phẩm tuyệt_vời,0
mua sp đã vài ngày nhưng mới có tgian review sp đóng_gói ko cẩn_thận hộp đựng sp to hơn sp nên sp nhận đã bị bể k nhũng đèn còn bị cháy k sử_dụng đc k bik có đc bên tiki bảo_hành k,1
toi_chua nhan duoc hang,1
xài gần 2 tuần chưa thấy có vấn_đề hàng giao đúng yêu_cầu của,0
anh sang yêu,1
không như hình,1
chất_lượng kém rửa tay cũng bị nước xong gửi bảo_hành vẫn vậy ảnh trước bh sau bh phản_ánh lại ko thấy trả_lời,1
chất_lượng sản_phẩm tuyệt_vời hỗ_trợ tốt tận_tình nhưng chưa biết độ bền ra sau,0
 thôi bung ra loa nhỏ lại thêm cái nhiễu điện nữa mua cái dt khung kim_loại 2tr cần lưu_ý viền kim_loại cong vênh thực_ra ôi hối_hận xài dc 6 tháng nắp vỏ hở tiền_nào_của_đó,1
tới vẫn chưa nhận dc hàng,1
tuyệt_vời ông mặt zời dễ sử_dụng đơn_giản ko loằng_ngoằng dây zợ wifi căng đét,0
ủa sao đơn hang co 498k ma shiper thu 598 k vay e nhờ mẹ e lay dùmhn mới nhớ coi lại giá thấy có 498k,1
đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh còn được tặng kèm 1 cái lương_khô,0
chất_lượng sản_phẩm tạm được gối mềm hơi cũ,1
nên ghi rõ kích_cỡ của sản_phẩm chụp lên rõ to làm mua 5 cái chị_em cùng cơ_quan nhưng hàng gửi bé xíu thấy thất_vọng quá,1
áo đẹp    người vừa_vừa con đừng mua size m hay lựa l   vừa rộng vừa thoãi_mái,1
đóng_gói sơ_sàiquat mỏng_yếutiền_nao_của_đó,1
nghỉ sau mua ze lổi trầy tùm_lum sau mang dc hả,1
k giao hàng tính tiềngiao hàng k đúng size phục_vụ quá tệ,1
lại đặt bút của đặt mấy mẫu đợt về còn cute hơn đợt trước ưng,0
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh,0
chất_lượng sản_phẩm rất kém thời_gian giao hàng rất chậm phục_vụ rất kém,1
sp ok tiện_dụng tiết_kiệm đc rất nhiều tg cbi đồ_ăn bé cũng như rửa dễ_dàng rất rất nhiệt_tình chu_đáo hiểu rõ sp bán hàng chuyên_nghiệp like,0
ủi vải co rút mặt bàn bị dơ 2 chân bàn mất đế,1
  không có lịch quá dầy,1
dép đẹp còn đc tặng thêm đôi tông,0
màu cam cháy nhé siêu đẹp luôn chất giống ink nhưng lì hơn ink nhiều đánh đậm ra màu cam cháy phai 1_ít base cam cuối ngày tẩy_trang hơi khó vì bám khá tốt lấy giấy lau thật kĩ mới thấy có 1 lớp base hồng_cánh_sen chả hiểu sao son lại có 2 lớp base nữa đc cái base hồng k lộ ra,0
bọc hàng hơi xấukhá ọp ẹp,1
sạc 3 đầu dùng dc 1 đầu phí tiền,1
đóng_gói sản_phẩm phải nói cực_kì chắc_chắn thời_gian giao hàng siêu nhanhmáy quay thử khá ổnhi vọng bền phục_vụ rất tốt,0
lắc nhẹ 1 cái kim phút đồng_hồ chạy lung_tung,1
chất_lượng sản_phẩm tuyệt_vời mạng dùng ổn_định hơn cảm_ơn nhiều ạ,0
quá ưng chất_lượng sản_phẩm luôn đóng_gói cũng đáng yêu nữa nhưng_mà có hai con màu hồng đc tặng cùng k bít dùng làm huhu,0
 thử nghĩ xem cái ổ bé tí sẽ tung_bay thế_nào trong cái hộp to_đùng kia hàng_hoá bị quăng_quật có ảnh_hưởng chất_lượng hay không cái hộp đã móp méo góc chụp không tả hết chỗ bẹp bên cạnhđây đồ điện_tử ạ thân thiết_nghĩ nếu lỗ nhiều đừng tốn tiền thuê ngọc trinh về uốn_éo để rồi lại cắt_giảm khoản đóng_gói thật_sự lazada vận_chuyển đồ điện_tử có bọc xốp đàng_hoàng ổ_cứng trong laptop nguyên_bản chỉ có bọc 1 lớp nilon đúng mua rất nhiều hàng cả sách lẫn đồ_dùng qua tiki nhưng lần đầu_tiên bức_xúc thế_này chỉ 1 cái va_đập đã đủ hỏng rồi người chịu người mua hay người bán fahasa ship 1 quyển sách mỏng teo cũng nhồi bao_nhiêu giấy lót trong hộp carton nhưng không_thể ngờ tiki hoàn_toàn không có bọc thêm lót hay chống sốc cả chắc_chắn nhìn lấy lại phong_độ nếu không muốn mất khách tiki ạ,1
giao hàng lâu k chắc_chắn khô_gà hơi cứng lúc nt ng bán có nói về việc người khác review cứng bạn ấy nói chỉ có 1 loại tuỳ theo cảm_nhận ý thích mua mua không mua có_thể huỷ xong m ấn huỷ đơn lại huỷ ngược_lại yêu_cầu của m vẫn gửi hàng,1
hay lắm máy_tính_bảng treo tường ý tường đột_phá nhất trong năm 2015,0
rất không đáng tiền sản_phẩm cũ dơ_bẩn đặt 3 đôi cùng màu giao ra thành 2 màu khác nhau,1
hàng nhận giống hình ạ,0
chất_lượng sản_phẩm rất rất rất kém rất không đáng tiền khăn aden giặt rồi vẫn cứng đơ rát xì_xì nhăn_nhúm gập 40 cái mất nửa tiếng mua 40 cái bỏ ko dùng đc cái lau con đỏ cả da lsau ko bao_h dám mua đồ của,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng cực_kỳ nhanh cảm_ơn,0
chất_lượng sản_phẩm tuyệt_vờirửa sạch luôn,0
rất không đáng tiền thời_gian giao hàng rất chậm dây da cực_kỳ dởm phải cắt miếng đầu mới được sản_phẩm bằng nhựa nên rất dễ bong tróc lớp sơn ở chỗ thay dây,1
đế ấm vỡ còn lại dùng được,0
hàng đẹp giá mềm phục_vụ rất tốt rất đáng tiền rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh,0
chất_lượng sản_phẩm tuyệt_vời3 nói_chuyện cutee lắm nhiệt_tìnhhh,0
 hàng_mã tiền_nào_của_đó,1
lần đầu dùng thấy ok định đánh_giá 5 nhưng đến lần thứ hai dùng bị giật điện cái giá máy được rồi nhưng nhắn_tin thái_độ của như cc í,1
đóng_gói sản_phẩm rất đẹp chắc_chắngiao hàng nhanh kèm quà tặng cảm_ơn,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh chị chủ cực nhiệt_tình chẳng có điểm để chê về cả,0
sp đúng số_lượng 300 tờ đã mua 2lan,0
giao mẫu khác sao hả,1
giao_thieu kep đuoi muỗi tinh_dầu k cần giải_quyết xóa shopee vì có khong can lam_an giả_dối,1
sạc đt đầy pin k tự ngắt vs chức_năng thông_minhk hỗ_trợ sạc nhanh của note 8 sử_dụng loa nhỏ k duy_trì cứ sau 1p tắt loa,1
đã mua cái thứ 2 nói_chung very nice,0
dep qua chat cung ok,0
đèn dùng sáng rất tốt ko lỗi có_điều xài bằng pin hơi ko thân_thiện môi_trường nếu pin sạc quá hoàn_hảo,0
yêu_cầu viết phiếu thu đã liên_hệ chat goi dt báo sẽ gửi kèm nhưng nhận vẫn k có,1
hàng chuẩn gói cẩn_thận tư_vấn dễ_thương nè tốc_độ giao hàng phải nói nhanh kinh_khủng luôn í,0
vừa_rồi tôi có mua hai cuốn nhưng chỉ có cuốn kèm móc_khóa cuốn còn lại nhìn vô biết móc_khóa bị gỡ rồi cuốn kèm móc_khóa lại cấn lên quy lên quyển cá việc của bơi làm bì của quyển bị nhìn rất mất thẩm_mĩ,1
sản_phẩm lỏng_lẻo nhìn như đồ_chơi trẻ_em ấy chưa nướng thử nên ko biết chính_xác chất_lượng nên tổng_quan nhìn ko ok lắm,1
may quá định xuống tiền mau iphone 6s 64gb găp em quất luôn lại dư được ít tiền,0
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn ổn,0
mua combo 2 quyển đắc_nhân_tâm quẵng gánh lo vui sống nhưng giao 2 quyển cùng loại nói sẽ đổi lại sau im_re       đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời,0
quạt sạc k có sạc cũng như nhau,1
chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn thời_gian giao hàng rất nhanh nhiệt_tình,0
chất_lượng sp như cứt hàng đóng thiếu muốn mua né ra nhé làm_ăn ko có tâm toàn đồ đểu,1
hàng,0
vận_chuyển lâu ghê,1
chả có hộp hiếc đàng_hoàng có mỗi cây son tưởng đóng_hộp đẹp lắm,1
chất_lượng sản_phẩm tuyệt_vời giao hàng chuẩn rất hài_lòng,0
thời_gian lưu mùi rất lâu sáng dùng chiều_tối tan làm vẫn thoảng mùi,0
thời_gian giao hàng rất nhanh lại còn tặng thêm lì_xì nữa cảm_ơn,0
k giog hinh lam,1
bán hàng chảnh_choẹ gửi đơn sai tùm_lum cái thừa cái thiếu nt còn tỏ thái_độ bảo do khách nữa bó_tay ốp cứng bậy cả cường_lực lên,1
vỏ hộp bị nát vẫn đóng_gói giao hàng mua hàng nhiều của rồi lần rất thất_vọng,1
phục_vụ quá tệ giao hàng sản_phẩm bị lỗi dù k biết do bên giao hàng hay do nhưng nt báo im_lặng k phản_hồi đã đợi hơn 4 ngày chỉ để nhận 1 lời giải_thích hay đơn_giản xin_lỗi nhưng vẫn im_lặng k hồi_đáp quá chán dịch_vụ chăm_sóc khách_hàng,1
sản_phẩm rất tốt khô_thoáng giúp không tiết mồ_hôi nữa luôn review sau 2 ngày dùng sẽ quan_sát tiếp hứa_hẹn sẽ mua ủng_hộ tiếp,0
báo mất tối_đa 15 ngày nhưng nhận sim mất tới gần 20 ngày,1
giá hơi cao,1
đặt 1 đen 1 nâu giao nhầm thành 1 kem 1 nâu vấn_đề pm để giải_quyết cả ngày ko thấy trả_lời nhắn 1 câu đợi 1 ngày sau biệt_tăm_biệt_tích ko thấy nữa trong vẫn online quan_trọng từ đầu đến cuối ko hề nhận đc 1 câu xin_lỗi từ sho,1
áo rất đẹp ạ chúc buôn_may_bán_đắt,0
giòn rôm_rốp sướng răng,0
giày rất êm chân thoải_mái,0
vẫn lại tròn ung_ủng như s6 chán quá thôi lại dùng tạm con vertu hu_hu của vậy chờ s8,1
chất_lượng quá kém mới đeo 30 phút đã bị chậm mất 2 phút rồi,1
khó mở nắp đóng_gói sản_phẩm rất đẹp chắc_chắn,0
rat tệ,1
như_vậy sản_phẩm tệ hok giao đúng size giay,1
không thích cuốn lắm nó cứ nhàm_chán kiểu ý cứ như rất gượng_ép nam chính như kiểu hời_hợt tình_yêu cứ loằng_ngoằng luẩn_quẩn dễ đến dễ hiểu làm vô_cớ dễ giận nhau tình_tiết không chặt_chẽ không thuyết_phục cách viết rất non_tay nói_thẳng ra nhảm_nhí tệ nhất trong những cuốn của dlvt đã đọc cái tựa động_phòng hoa_chúc cách vách nó cứ kiểu ý được_cái bìa khá đẹp sách mỏng rất gọn nhưng giá cũng hơi chát,1
chất_lượng sản_phẩm tuyệt_vời gắn rất đẹp giá hợp_ly lần sau mua ủng_hộ tiếp,0
kích_thước bi quá nhỏ_nhỏ hơn trong hình nhiều nhưng 3mm chắc đúng tại ko đọc kĩ,1
sách in bị thiếu trang mất từ trang 200 đến 217 đổi có đc k,1
giao hàng hơi chậm sp giá rẻ chất_lượng tốt madu lên môi rất xinh,0
loa nghe dở âm_thanh kém rung yếu xài bị liệt phím,1
chắc_chắn nhựa khó bẻ khó tạo_hình nói_chung ko hài_lòng lắm,1
son mướt nhưng màu xấu,1
giao hang nhanh đóng_gói cẩn_thận tuy chưa nếm thử nhưng nhìn mực rất thật so hình sẽ bình_luận về mức_độ sản_phẩm trong cmt tới chúc bán_chạy hàng,0
chất_lượng sản_phẩm rất kém bắt sóng yếu connect lại liên_tục chất_lượng kém cả con lb link 50k khuyên bạn tránh xa cái bọn totolink ra không đáng tiền,1
san_pham co dc bao_hanh ko nêu dc thi liên he bang cach nao,0
giao sai màu chán quá toàn giống nhau,1
chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn rất đáng tiền rất đáng tiền thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh thời_gian giao hàng rất nhanh,0
nếu đã không muốn tặng tiki tốt nhất đừng khuyến_mại còn nếu đã đăng khuyến_mại phải thực_hiện cái túi khuyến_mại thực không đáng bao_nhiêu nhưng lại có_thể thể_hiện chữ tín đấy tiki ạ còn về mặt sản_phẩm miễn_bàn apple trung_quốc vốn nổi_tiếng giá rẻ hàng ngon rồi,1
1 bịch 250g khá nhìu thích ăn loại như bán cọng dày ko vụn vụn như mấy chỗ khác bán nhưng mùi lại khá nhạt ko đậm_đà lắm nhưng ăn khá ok nhé m n,0
sp tam dk hop vs gia tien giay nay di vao mua dong thi dk nhung di em chan,0
chất_lượng sản_phẩm tuyệt_vời lại được thêm quà thích ghê,0
 nhưng chưa nấu  đóng_gói sản_phẩm rất đẹp chắc_chắn,0
sản_phẩm hơi lỏng,0
giày da cứng mang phỏng cả chân size 35 đóng_gói cẩn_thận,1
tồi   vừa mở ra đã gãy nếu k gãy cũng chẳng có cách nó đỡ nỗi cái dt chỉ quảng_cáo   chất_lượng sản_phẩm rất kém,1
nội_dung truyện không được hấp_dẫn 1_số cảnh hôn   bị cắt hết sạch khác xa bản_gốc nhiều lắm nch không nên mua quyển vì đọc khá nhạt_nhẽo,1
quá ngon luôn vừa rẻ vừa ngon,0
đặt màu đỏ nhưng giao màu xanh đen phục_vụ rất tốt chất_lượng sản_phẩm tuyệt_vời,0
đóng_gói chắc_chắn nhưng dầu_gội gội rất bí tóc ko mượt xem_lại chất_lượng sp,1
đóng_gói sản_phẩm rất đẹp chắc_chắn đóng_gói sản_phẩm rất đẹp chắc_chắn phục_vụ rất tốt sẽ mua tiếp,0
bán sản_phẩm củ đã qua sử_dụng bị rỉ sét đề_nghị ghi rõ thông_tin bán,1
cũng bình_thường thôi,1
hàng tốt ok lắm,0
chả hiểu mọi người cần pin dùng lâu đến như_thế_nào mới đủ vì ngày hai ngày hay 1 tuần cũng vẫn cứ phải sạc dùng aw từ sáng đến 8h tối vẫn còn 70% pin nói_chung khá hài_lòng những aw mang lại,0
toàn hàng trungkhi mua quên ko coi kĩ,1
mua giày k vừa nên đổi lại nhưng đã gần 1 tuần rồi chưa thấy phản_hồi của đã làm theo hướng_dẫn kb có bị quỵt k nữa,1
wtf mua phải cái đồng_hồ chết ntn,1
tệ_hại nhất từng mua đặt_hàng sau 3 ngày vẫn chưa gửi bên vchuyển nt không trả_lời gọi lên tổng_đài ycầu huỷ đơn biết vẫn ngoan_cố gửi hàng tất_cả quá_trình trên vẫn k nt báo biết 1 tiếng làm_ăn k có tâm vô_trách_nhiệm đã bỏ tiền ra còn rước thêm bực,1
san_pham co dc bao_hanh ko nêu dc thi liên he bang cach nao,0
ngon nhưng hơi ngọt mua về toàn ăn hết trong 1 ngày,0
chất_lượng sản_phẩm tuyệt_vời loa nghe rất hay to cảm_ơn,0
sản_phẩm giá rẻ tưởng ngon ai_ngờ giá sp đấy thôi,1
để quên 2 cục kẹo trong hộp ơi,0
nho chua_chua ko ngọt gắt to ngon,0
sp rất tốt cảm_ơn cửa_hàng,0
mực ăn thơm rất ngon lại còn dai_dai nữa chứ,0
giao hàng nhanh được tặng quà xinh nữa,0
sp kem  k dung_duoc  k tra hang  li_do nay_nọ roi chan tn_luon  dung mua nua  mua roi no k tra roi dt rẻ tien k dung duoc  minh_thu het loai dt  j7 j2 htc cung k duoc  no noi dt re tien  dm chac phai dt tổng_thống cung la re tien  dm cạch luon cai bon lam an deo co uy_tin,1
siêu nhiệt_tình đóng_gói đẹp thời_tiết mưa như nhận hàng vẫn đẹp long_lanh sẽ ủng_hộ dài_dài,0
ăn dk kể nhạt chút nua ngon đậm quá,0
giao hang nhanh như chớptuyệt   đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời phục_vụ rất tốt rất đáng tiền thời_gian giao hàng rất nhanh,0
đặt 10 bộ size 4 giao 5 bộ size 3 5 bộ size 4 size 3 k vừa bt làm_sao đổi lu_bu hazz,1
phục_vụ quá kém giao hàng sai gọi điện nhắn_tin k thèm trả_lời mang tiếng shopmall làm_việc không chuyên_nghiệp tí như lừa_đảo tem_mác như làm giả dùng băng_dính dán lên team k xem hàng mn tránh cái ra,1
 hơn_nữa chưa dùng đc lần đã hỏng,1
đóng_gói sản_phẩm rất chắc_chắn đồng_hồ rất đẹp y_như hình còn được tặng thêm pin thời_gian giao hàng cũng rất nhanh giá_cả vừa túi_tiền sẽ ủng_hộ dài_lâu,0
hàng dùng oki nhé trc chơi game tan stock 80độ lắp còn 60độ ad dễ_thương nên ủng_hộ nheeeee,0
thiếu 1 sản_phẩm đặt của 5 sản_phẩm gửi được 4 nếu k có hàng hoặc có vấn_đề nên báo trước khách_hàng  chắc_chắn mong khắc_phục chất_lượng sp ok nhưng về dịch_vụ k ổn lắm khá thất_vọng,1
nói_chung không thấy đẹp hơn thấy bất_tiện hơn ở chỗ nhỡ mua loa xịn rồi không đổi điện_thoại để lỉnh_kỉnh giắc chuyển_đổi ,1
phục_vụ rất kém đặt 4 bộ 1 bộ giao sai mẫu 1 bộ giao thiếu mũ theo liên_hệ nói đồng_ý nhận bộ sai mãu chỉ yêu_cầu gửi mũ chứ không trả hàng lại lshop đọc tin nhắn rồi im_lặng không đáng bao_nhiêu tiền nhưng làm_ăn mất uy_tín quá,1
đánh_giá 2 sao nổi_bật hjhj chất_lượng khá tốt hơi lỗi 1_số chỗ như ô xỏ giày chưa đục mép giấy bẩn tệ chỉ thừa nhiều may_mắn logo đỏ ko bị lỗi,0
áo_ấm mềm thik lắm ạ,0
chất_lượng sản_phẩm tuyệt_vời thời_gian giao hàng rất nhanh đóng_gói sản_phẩm ko đẹp chắc_chắn,0
phục_vụ rất tốt    mua nhiều tặng card jimin vs suga nữa  ,0
 nói_chung sao mới mua về xài được hơn 1 tháng hư sao chất_lượng được có 1 tháng ak,1
đóng_gói sp rất tốtgiày rất đẹp giá lại re,0
phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp chắc_chắn chất_lượng sản_phẩm tuyệt_vời rất đáng tiền thời_gian giao hàng rất nhanh,0
đã mua sử_dụng 1 lần rồi rất ok bây jo mua thêm sử_dụng,0
hàng nhái để giá cao rồi giảm_giá xuống làm tưởng được mua hàng xịn giá rẻ,1
