Index,Text,True Label,Predicted Label
31777,thời_đại hôm_nay viết sách đã dễ để in sách càng dễ hơn phải_chăng bìa sách được chăm_chút rất đẹp bắt_mắt ưu_điểm đầu_tiên cộng thêm cái tên nghe khá dễ_thương ưu_điểm thứ hai cũng ưu_điểm cuối_cùng nội_dung khá nhạt kết_cấu rời_rạc được chia làm hai phần viết ngược chiều vẫn biết tự bản_thân tản_văn khó viết hay nhưng thật cuốn sách chẳng có đặc_sắc hoặc cố lấy điểm nhấn cũng chẳng khác_gì mấy câu thở_than hay kể_lể của bạn trẻ từng hoặc vài lần chông_chênh gom_góp lại thành cuốn sách thậm_chí nhiều đoạn đọc thấy buồn_cười vì nó ngô_nghê thế_nào,1,0
31786,cái hủ khô_bò ko niêm_phong thấy nó nhẹ hơn so túi mực bỏ lên cân có 4lạng hơn xíu tính lun cả hủ,0,1
31825,mấy cái quần_đùi in giặt bị ra màu tèm_lem hết rùi ơi huhu,1,0
31880,tiền_nào_của_ý form chuẩn chỉ có_điều vừa chưa đc 2p đã bong đế gót nên ktra kỹ hàng trước giao,1,0
31978,hợp tone da k quá trắng như mùi hoá_học chất kem lỏngche phủ trung_bình giao hàng nhanh,0,1
31984,hàng giao nhầm đã gửi lại hàng khác chưa thử nên chưa biết chất_lượng,1,0
32009,nhu cuc cuc,1,0
32017,ngon nhưng hơi ngọt mua về toàn ăn hết trong 1 ngày,0,1
32042,quạt yếu qá,1,0
32045,15cai chỉ gần 600gr thôi bánh đa_dạng nhưng nhỏ nhìu,0,1
32075,zenfone 3 không làm tui thất_vọng trên tay ngất_ngây con gà_tây,0,1
32084,yêu_cầu đổi sản_phẩm bàn_phím không dùng được chế_độ dung của máy cũng hỏng máy thiếu tai nghe đã được tư_vấn chăm_sóc của đại_lý hẹn đổi máy khác trong ngày rất tốt,0,1
32150,lắc bạc rất đẹp mỗi son lắm chì lại quảng_cáo ko chì bùn,0,1
32192,sản_phẩm có mùi thơm,0,1
32198,giày về vừa chân giống hình nhưng đế hơi trơn,1,0
32204,ngàn like,0,1
32207,khung viền kim_loại máy chắc_chắn hơn rồi có hỗ_trợ cả 4g cập_nhật kịp_thời r,0,1
32215,tuyetj cú_mèo 169k,0,1
32238,chính_xác nhái xiaomi mua cục xiaomi 10400mah giá chỉ bằng một_nửa,1,0
32276,ôi rửa xe phát bong luôn còn để lại keo bửn như cứt,1,0
32279,nên ghi rõ kích_cỡ của sản_phẩm chụp lên rõ to làm mua 5 cái chị_em cùng cơ_quan nhưng hàng gửi bé xíu thấy thất_vọng quá,1,0
32311,biết qua trang_web nay mới biết có shoppe uy_tín trong lẫn ngoài,0,1
32317,chi duoc 1sp la dep 2cai con lai ko duoc_ung nam,0,1
32320,gan nhu hinh,1,0
32325,hình_như redmi note 3 chụp    chưa ngon so giá,1,0
32344,giày như trong hình,0,1
32407,đã xác_minh hàng chính_xác giao hàng nhanh sau 2 ngày hỏng,1,0
32457,rộng so bình sữa,0,1
32470,kem mỏng ko cảm_giác nặng da nhìn thật đóng_gói sản_phẩm rất đẹp chắc_chắn,0,1
32472,quá đỉnh quá mong_ước luôn   mỗi_tội chưa có đủ xèng để mua,0,1
32490,hơi lùn,1,0
32563,dùng ôm bụng hài_lòng sản_phẩm,0,1
32565,em đã mua giày em không thấy dây giày hết ạ,1,0
32605,kiêu_dang hoan hao qua ,0,1
32614,so đôi màu nâu chất_lượng không bì được nhưng phom giày ổn đế ok da pu lót trong bằng vải không phải da nói_chung giá không_thể đòi_hỏi khắc_khe được hy_vọng buôn_bán thêm loại tốt hơn như đôi cũ của chất_lượng tốt giá cao tí không sao ạ,0,1
32625,ngon ăn gạo nhiều kb bị béo ko hix,0,1
32693,giao hàng nhanh sản_phẩm ko được tốt như mong_đợi,0,1
