comment,label
Mình mua sản phẩm và xài dc 1 tuần là không vào điện nữa.,1
Giày rất đẹp giao hàng nhanh,0
Mình dùng loại đất sét của Vedette rất thích nên nghĩ loại này cũng tốt nên mua hẳn hũ to. Dùng được 2 3 lần thì mụn li ti đầy trên trán mụn đỏ ở 2 bên má. Trước và sau khi dùng thấy cũng không khác nhau gì cả. Cấp ẩm cực kì tệ,1
Mua bảo vệ máy giặt lồng ngang giao lồng đứng gương thì bị vỡ,1
Rất ưng ý cách shop đóng gói sản phẩm rất đẹp và chắc chắn bọc xốp bong bóng chắc sản phẩm không bao giờ bị tràn đổ. Shop phục vụ rất tốt Rất đáng tiền,0
Âm thanh không trong nghe có cảm giác ồn voice bị nhiễu âm và mình xài 1 tuần thì hư nghe đúng 3 lần.Thật sự thất vọng,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chỉ 1 từ ' đẹp' Cảm ơn shop,0
Thức ăn quá ít về số lượng và chất lượng sàn nhà rất trơn!,1
mo sem khong ro mong manh giao hang bi vo kem chat luong khong giong quan cao,1
Vải đẹp và tốt lắm,0
Sao mik mua về lại bị hỏng ?Mik đặt 2 cái thì bị hỏng một cái 😭,1
Đóng gói sản phẩm rất đẹp và chắc chắn.mơr ra rất thơm ngon,0
hạt gieo không nẩy mần,1
nhiều hạt népmốc.... đáng 2*,1
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Hiệu quả cao ,0
Sản phẩm k giốg trog quảg cáo,1
Mùi hơi nồng nhưng dùng khá mềm da,0
Hàng kém chất lượng mới dùng chưa đến một ngày đã vào nước ko đáng đồng tiền một chữ tệ,1
Mua 2 màu rất ok so với giá tiền Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
Thời gian giao hàng rất nhanh. Son màu rất đẹp ^^,0
Dùng một lần đã bị chập điện hỏng luôn rồi.Thất vọng quá 😌,1
Son lên màu chuẩn giá rẻ,0
Chất lượng sản phẩm tuyệt vời đóng gói k đẹp ,0
k cho cái con ớt nhỏ mà qc như thật,1
Cái này với cái mở khóa bằng nhận diện khuôn mặt thấy cũng hao hao. Mà sao thao tác mất nhiều thời gian quá vậy. Bật sáng màn hình - gạt 1 cái - nhìn vô  mở máy. 1 tính năng khè hàng.,1
Quần áo thì mỏng như giấy nói là xuất Nhật mà mình thấy toàn chữ Tàu ko phải Nhật,1
Ổn. Khá hài lòng,0
Chất lượng sản phẩm tạm được giao hàng hơi lâu máy yếu quá. Khói ít k thơm mấy,1
Đẹp hết chỗ chê 😍😍 nhìn sang chảnh ghê lắm 😚😚,0
 Chất lượng sản phẩm tuyệt vời  Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,0
Mật nguyên chât là mật phải bị kêt tinh ở nhiệt độ thấp . Lưu ý là mật pha đường nấu tan vẫn ko đông đá trên ngăn đông tủ lạnh Chất lượng sản phẩm rất kém  Nhât là trong ngăn mat tủ lạnh khoản 7 ngày Lừa khách hàng . Bán Mật pha ko kêt tinh khi bỏ ngăn mat tủ lạnh,1
Giao sim với số seri khác với số seri dán trên sim về kg xài được. Phải tốn time ra cửa hàng điều chỉnh và đk lại+tốn thêm tiền. ,1
Hơi thất vọng,1
Chất lượng sản phẩm rất kém. Đặt 1 đằng shop giao hàng 1 lẻo,1
Dep nhung to wa,1
"Đóng gói chưa tốt nhưng may mắn ko ảnh hưởng tới giày , giày đẹp nhưng to , to hơn size 36 mình thường đi. Cảm ơn shop và chúc shop làm ăn phát đạt   Thời gian giao hàng rất nhanh",0
Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém,1
K vừa chán vc,1
thật tuyệt vời ......khi ngắm....,0
Tôi không thể mua hàng tiếp theo ,1
Sản phẩm dùng tốt. Thời gian BH dài hơn các shop khác. ,0
Shop rất coi thường khách. Nt hỏi mấy lần ko trả lời. Giao hàng quá chậm. Gần 10 ngày mới giao cho bên vận chuyển. Lần đầu cũng như lần cuối. Chào thân ái!,1
Vải rất cứng. Phai nhiều  giặt tay mà màu cam lên tay ko sạch.  Trẻ nhỏ mặc bấm màu trên da thì ko tốt chút nào.  Nói chung ko thích hợp mặc cho trẻ nhỏ,1
Thời gian giao hàng rất nhanh. Mùi rất thơm,0
Dong goi sp k chac chan,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền. Giao hàng k dc nhanh lắm;)),0
Hàng hỏng không sạc được không nên mua,1
Chất lượng sản phẩm kém. Chuột xài được vài bữa là đơ. Giao hàng rất nhanh. ,1
"Chiều dài vừa n phần cổ chân hơi rộng , ik k thoải mái ",0
Chất lượng của sản phẩm xiaomi wifi rất tốt  Sóng mạnh mọi thứ đều ổn  Gói hàng cẩn thận cảm ơn shop,0
Tôi đề nghị các cơ quan chức năng làm sáng tỏ và cần thẳng tay chừng trị các công ty làm ăn như kiểu như thế này để làm gương cho các công ty khác .,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.Sẽ tiếp tục ủng hộ shop...,0
Rất không đáng tiền Trả tiền thì lí do đủ thứ  đòi đủ bằng chứng này nọ  màn thì cắm vào máy nhập ngoằng   tóm lại k nên mua  thế nhế ae   khi có video test rồi thì im re   k trả lời 1 ibox nào,1
Đáng đồng tiền . Giao hàng nhanh,0
hag k ưng ý lắm. shop cân nhắc,1
Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời . Nhưng nên thay bằng vòi xịt phun sương thì đỡ tốn hơn ạ,0
Shop giao thiếu hàng. Kém chất lượng,1
Thấy hạn sử dụng là 12 tháng nhưng không thấy ngày sản xuất là sao shop?? 😬😬😬,0
tôi muốn đổi loa sạc mãi không vào pin tôi muốn đổi sản phẩm khác hoặc các bạn hoàn trả tôi tiền,1
Hàng lỗi. Sạc hỏng. Lm ăn quá chán Rất không đáng tiền Rất không đáng tiền,1
Chuyển cho mình toàn mẫu xấu,1
"""cứ cầm con eluga trên tay sẽ không muốn cầm con nào nữa trừ ipod touch""",0
Mua xong được 2 tuần giờ máy sạc không vào pin nữa,1
. nhìn chung Gửi hàng ko đúng khi đặt,1
hàng chưa dùng nổi 1 lần,1
Giao hang k dung hinh anh quang cao.giao hang qua lau.qua that vong,1
Đóng Chất lượng sản phẩm tuyệt vời,0
Chất lượng sản phẩm tuyệt vời nhưng nhỏ wa ko mặc được đổi cho.mình nhé mình lất size xl,0
Shop gói hàng siêu cẩn thận luôn. Thời gian giao hàng rất nhanh. Màu son đẹp,0
Hộp thiết kế ổn nhưng chất liệu giấy flashcard thì quá mỏng. Mực in không được đẹp.Hình minh họa chưa ổn đơn điệu và một số không hợp với nghĩa của từ.,1
Chất lượng sản phẩm tuyệt vời. Thời gian giao hàng nhanh. Đóng gói đẹp và chắc chắn ,0
Đóng gói hộp các thứ siuuuu iu 💓. Chất lượng thì quá là OK rồi kphai nói nhìu 👏,0
Giày cùng 1 bên thế này thì đi sao bán có tâm tí chứ,1
Da mình khô đang bị bong tróc do ngồi điều hòa cả ngày.nhận hàng hôm qua chỉ dùng có 2 lần thôi mà đã thấy da dịu hẳn. Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,0
hơn nữa Đóng gói sản phẩm rất đẹp và chắc chắn  cơ mà sản phẩm -))) chán . !,1
Chất lượng sản phẩm tốt; Đóng gói sản phẩm chắc chắn; Thời gian giao hàng nhanh,0
Mua 3 món gửi thiếu chưa dc giải quyết,1
Shop phục vụ rất tốt Nhưng mặt đồng hồ k giống như mình đã đặt,0
Chất lượng sản phẩm rất kém Shop phục vụ rất kémNói sẽ đổi hàng mà không thâý đâu.,1
Màu kem chứ ko phải màu trắng 😂,1
Chất lượng sản phẩm tuyệt vời Chúc shop bán hàng tốt giao hàng hơi lâu chút. Sp oki !!,0
Thời Gian giao hàng........ Kinh khủng.,1
totdep,0
 Hàng đẹp lắm luôn ạ 😍 đi êm chân cực 🍃  Chất lượng sản phẩm tuyệt vời!! 💙  Rất đáng tiền 🌼 sẽ ủng hộ Shop tiệp 😘💚,0
Mình vừa nhận hàng của shop nhưng lại không thấy miếng dán màn hình cường lực như đã mô tả bên trong chỉ có ốp lưng đã có sẵn của hãng mà thôi giờ mình phải làm sao?,1
cứ nghĩ là hết pin  K dùng dc cái gì dù chỉ 1 giây  thực ra thay xong vẵn k chạy . Đầu tiên đặt mặt đen dây đen . oki đi thay pin  Chờ 5 ngày mòn mỏi ra lấy hàng . giao mặt vàng dây đen  Chất lượng sản phẩm rất kém Thời gian giao hàng rất chậm . ngoài ra đầu tiên đập vài mắt là kim đồng hồ k quay,1
"""Giá ngon""",0
Bình thường,0
không biết tiki có giao hàng lộn không mà cuốn nhà giả kim bản tiếng anh này rất tệ. Tệ ở chất lượng trang sách. cầm lên là mình mất cả cảm hứng để đọc. giấy của sách màu sẫm và thô. thất vọng quá,1
.  Không ngon Chất lượng sản phẩm kém,1
Dây đẹp  bóng  đóng gói chắc chắn giao hàng nhanh  tư vấn tận tình cám ơn shop nhiều nhé,0
Shop tư vấn nhiệt tình gói hàng kĩ càng,0
Quá tuyệt vời  K chê vào đâu đc,0
Hài lòng xay cơm cho con nhuyễn như bột,0
Hàng đẹp y hình  Thời gian giao hàng rất nhanh,0
Chất lượng sản phẩm tuyệt vời Trà ngon nhé shop,0
Chất lượng sản phẩm rất kémko giống như hàng mẫu,1
Giao sản phẩm đã qua sử dụng miếng cao su feet chuột xước nhiều bị mòn k bóng chứng tỏ chuột qua sử dụng rồi. K nên mua của shop này. Bực mình,1
Đã mua lần 2 ! Biết cách chế biến ăn sẽ rất ngon! ,0
Chất lượng sản phẩm rất kém hàng không giống hình quảng cáo,1
Nói là sự phòng 20.000mah mà sạc đc có 5% pin là dừng r,1
Bàn phím trên lg g3.g4 có tiếng việt lướt ngon lành nhé ..,0
Đồng hồ đẹp đóng gói cẩn thận shop trả lời tin nhắn nhiệt tình.,0
Sau 5 ngày sử dụng xuất hiện hiện tượng rỉ rét k như shop quảng cáo. Chất lượng sản phẩm kém. Nếu ai có ý định mua thì nên xem lại nên chọn sản phẩm khác tốt hơn,1
"dây vô pin được một lúc lại hiện """"phụ kiện không hỗ trợ"""" đánh giá 1*.Không biết sản phẩm bảo hành bao lâu",1
Giá tốt hàng đẹp và bọc rất kỹ không trầy nắp chai còn nguyên niêm phong  được tặng kèm cột tóc nữa. Chưa dùng nên chưa biết chất lượng ra sao. Dùng nếu ok sẽ ủng hộ shop lâu dài nữa ^^ ,0
Dùng thử ok giá hợp lý không biết có bền không mà thôi.,0
Nhjn dep k bjet co chong nuoc dc k,0
"Hàng nguyên tem nguyên kiện, chuẩn  chưa sd nên chưa biết chl thế nào  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh",0
Các trang sách bị dính nhau gỡ ra thì bị rách các trang bị bẩn  xước rất nhiều,1
Chất lượng sản phẩm kém Đóng gói sản phẩm rất kém Thời gian giao hàng nhanh. Lúc mình nhận hàng chỉ là 1 cái hộp bỏ trong 1 cái bọc đỏ rồi bấm lại. Mở ra hộp méo mó móp rách. Chất liệu sản phẩm mỏng. Kích thước giày nhỏ hơn so với kích thước size. Đế giày bám nhiều vết bẩn. Đít giày bị gãy móp.,1
sản phẩm chán . loại lục cần thì không có .,1
Chất lượng sản phẩm rất kém giao sp hu KH bao lai lo nhu ko bit ban uy tin chi co 175k. Qua toi.   Shop phục vụ rất kém,1
Đep ,0
Shoppe giao hàng nhanh. Đồng hồ đẹp mà shop ơi đhồ đi sớm 2ph rồi chỉnh lại như nào v ạ ? Chỉ em với. Cám ơn shop,0
"""Mình đang dùng một em Thinkpad T450 và cảm thấy thật toẹt vời.""",0
"""Ngon bổ rẻ""",0
Gửi ko đúng màu đặt ,1
Băng dính nặng cầm sắp nổi luôn chuột ở tay 😆😆,0
Chất lượng sản phẩm tuyệt vời Shop giao hàng nhanh. Nhiệt tình,0
Nói chung là hàng dùng tạm thời thôi. Kéo thì kém chất lượng.,1
Đóng hộp không có lót nên sản phẩm bị móp méo nhiều,1
Ko tốt. Hàng rất mới. Made in japan nhưng tem dán bị bong. Ko nên ham rẻ ( hàng nhật mà chỉ có 100k) bao ship.,1
giở,1
Chất lượng sản phẩm tuyệt vời Chị chỉ very dễ thương luôn Sản phẩm ngon chất lượng vừa ăn hết là đặt tiếp rồi :3,0
Ok .nhung giao hang hoi lau,1
Giày đẹp đi rất êm chân  Sẽ ủng họi shop dài dài 👌👌👌,0
Giạt qua mấy nước là bị thu nhỏ lại . Không hài lòng,1
Sản phẩm hơi khác mô tả:quá nhỏ - tốc độ chỉ có số 1 - dây sạc quá ngắn,1
Đóng gói sản phẩm rất đẹp và chắc chắn. Vì mua giá sale nên ko có hộp nhưng shop có đầu tư tem dán nhìn cũng pro lắm. Ship hàng với tốc độ ánh sáng ^^,0
Mua 2 đôi rồirẻ mà tốtThanks Shop,0
Đặt màu 103 và được shop báo hết màu 103 vậy chuyển sang màu 101 shop lại giao màu 104 cực kì không ưng,1
Chất lượng sản phẩm tuyệt vời.  Đóng gói sản phẩm rất đẹp và chắc chắn. Shop phục vụ tốt.,0
Chất lượng sản phẩm quá tuyệt vời ^^ Đóng gói sản phẩm rất đẹp và chắc chắn,0
Nhìn thì cũng ok lắm... nhưng chưa biết chất lượng như nao,0
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh. Sản phẩm y hình nên mua...,0
Đẹp tuyệt vời.  Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.sản phẩm y hình.. Các ban cứ thoải mái mua nhé,0
Hơi to so vs bé nhà m 1 tuổi mà ướm lên mặt mình còn thấy vừa 🤣. Phù hợp giá tiền,0
. K hài lòng lắm,1
Tã bị ướt bề mặt bé mặc rất khó chịu và liên tục phải thay tã mới. Bé 55kg mặc size S mà bị hằn vết chun ị bị tràn bỉm.,1
Chất lượng sản phẩm tuyệt vời. Được sh tặng thêm sample nữa,0
Hàng không giống trong hìnhnhãn hiệu Syber Sonic lại ghi là HA20 đây là hàng rẻ tiền cho nên chất lượng tương xứng với giá sử dụng chữa cháy thôi.,0
Sách ok,0
Sản phẩm tạm đc hạt nhỏ lần này ko ngon bằng lần trước,0
Đẹp <3 ưng lắm ạ. Giao hàng nhanh nữa #perfect,0
"""Thankyou tác giả nhiều nhiều, đã bỏ công và có bài viết rất đáng tham khảo. Mình đã dùng nex5+ lens 35 f1.8 mấy năm nhưng không thích lắm với màu của Sony đành chuyển qua fuji XT10+ lens 35f2.0 và thích ngay từ tấm ảnh chụp đầu tiên. file raw Fuji cũng rất tốt không như nhiều người đã nghĩ.""",0
Giá tốt và gói hàng cẩn thận lắm ạ. Đã theo dõi shop,0
"""Thôi quá hãi với HTC ! Lag má ơi ! Đã cọc Note 7 !""",1
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh. Tuy nhiên sz ko chuẩn đặt sz 8 rùi nhưng bé 19kg mặc vẫn chật.,0
.   .  Không có lịch quá dầy,1
Thanh toán trên shoppe đã tính thêm tiền ship vào hóa đơn vậy mà khi nhận hàng lại phải trả thêm ship. Không hài lòng.,1
Rất đáng tiền  đóng gói không đẹp lắm,0
Sáp tóc là hàng rởm,1
Vì lời nhắn nhủ quá dễ thương của shop nên quyết định viết đôi dòng! Chưa dùng thử máy nữa nhưng thích cách làm việc của shop! Giao hàng siêu nhanh gói hàng cẩn thận rep ib nhanh! Cảm ơn shop vì món quà kèm theo nhé ^^,0
Rất không đáng tiền kính về bị xước không nhu quang cao goi đồ còn thiếu,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền không có gì để bàn cãi,0
Shop ship hơi chậm ,0
"Đóng gói túi bóng mỏng, 1tui khi mở đã bị bung , ăn cũng tạm được, hạt thì nhỏ , lại còn bị nhiều hạt câm . Đúng là tiền nào của đấy. Giảm giá như không. Tưởng hạt to đẹp như hình.  ",1
Đây là sản phẩm mình không thích nhất về mặt bao bì của Vedette. Tuýp to nhưng sản phẩm bên trong ít nên nếu bóp nhẹ thì gel không ra được còn mạnh tay hơn một chút thì gel bắn ra quá nhiều. Gel trong suốt mùi nghệ rất nhẹ tuy khá loãng nhưng lại thấm không nhanh lắm. Về khả năng mờ sẹo và vết thâm thì chưa rõ rệt mình sẽ sử dụng thêm một thời gian nữa để kết luận.,1
Ngon rất ngon >< quá ngon!!!!!,0
Tệ xấu ko bỏ vừa sp,1
Shop rất thân thiện và nhiệt tìnhđóng gói rất chắc chắc còn độ bền mới mua nên k giám khẳng định:)) chờ tg sẽ có câu tl,0
Shop phục vụ rất kém sản phẩm không giống. Thời gian giao hàng rất chậm,1
Mua có cái quạt mà cũng bán hàng lỗi cho khách. Coi như tháng 7 cúng cô hồn vậy. Mọi người mua nhớ kiểm tra kỹ trước khi nhận,1
"Son chính hãng , chất mịn thơm .   Đóng gói sản phẩm rất đẹp và chắc chắn  Shop phục vụ rất tốt",0
.  Mình chọn bản có bọc sách sale 15% nhưng lúc nhận thì sách lại không có biết vậy mua bản sale 20% không bọc sách đã đỡ mất công,1
"Theo tôi , nên xây dựng một hệ thống thoát nước thải thật tốt trước khi làm những căn hầm có tầm cỡ như thế này .",1
Tôi mua về dùng đúng được 2 ngày thì cái phần giẻ bên dưới nó bung luôn gắn vào thì lỏng lẻo không chắc chắn.,1
Chất lượng sản phẩm tuyệt vời! Đóng gói tạm được ♡ Shop để ý giúp mình về việc gói hàng lại nhé! Sẽ làm hộp ít móp tí ạ nhìn móp như vậy xót lắm!  Rất đáng tiền! Ủng hộ shop dài dài nhé♡,0
để lâu k dùng sẽ bị sét phần miệng và thân của bình nhưng 1 ít thôivề giữ lạnh hoặc nóng thì chỉ được khoảng 1 buổi như vậy cũng đủ tuy nhiên về sau khi cho nước nóng vào bình thì thành bình rất nóng nóng đến nỗi muốn bỏng cả tay :((,1
Bánh ngon  nhưng shop gói hàng quá kém.mình đặt 16 bánh 12 bánh shop để trong hộp còn 4 bánh shop để ở ngoài dập hết không đẹp chút nào.,1
.  😌  Nhưlon,1
Sản phẩm rất đẹp chất lượng thì khỏi chê luôn. Giao hàng nhanh. Cảm ơn shop,0
Sản phẩm được nhưng không đáng với tầm tiền như giày giá rẻ chứ không được SF,1
Sản phẩm quá kém nhái 1280 ko phải hàng chuẩn . Không thể tìm tên nhanh trong danh bạ. Đừng mua phí tiền,1
Size M nhưng rất ngắn. Bị tràn bỉm. Mẹ nào mua lưu ý nhé. Mà thấm hút rất chán. Sp kém. ,1
Cơm cháy lắc vụn khô gà😒 cơm cháy thì bể nát khô gà thì le que vài cọng. Mặc dù vị rất đậm đà. Nhưng nhìn vào hũ cơm cháy nát vụn chả mún ăn.  Đóng gói sản phẩm rất kém ,1
Đóng gói sản phẩm đẹp và chắc chắn. ,0
Tiền nào của nấy là phải rồi ạ!! ,0
Ai chê sao chứ mình thấy sp ok mà nhưng ko biết cách thay pin shop nên hdsd cách thay cho khách .,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền. Thích vì dòng máy nào cũng có. <3,0
"""sony xperia z1 bạn nhé, cấu hình mạnh cam đẹp tuyệt với luôn""",0
Chất lượng sản phẩm tuyệt vời chị chủ rất nhiệt tình Rất đáng tiền,0
Chủ shop dễ thương nc rất dễ chịu nhiệt tình giao hàng cho bên vận chuyển nhanh. Sách mới nọi dung hay đc đóng gói và bọc chống sốc cẩn thận. Highly recommend!,0
Chất vải như hình...mình thích kiểu HM hơn nên mua cho con các mẹ ak,0
Chỉ đc 1 ít thôi ria mép vẫn còn 90% luôn.,1
Giày khá ok. Tuy nhiên không ghi lại note và giao hàng hơi chậm.,0
Sản phẩm rất tốt đóng gói cản thận giao hàng nhanh (là tình từ khi hàng đc giao cho nhà vận chuyển nhé). Hàng đc đóng gói rất cẩn thận không bị sóng ra ngoài,0
Hàng cũng ok nhưng chủ shop coi khách hàng k ra gì. Thái độ phục vụ kém,1
"Chính trên đoạn đường này 2 người thân của tôi đã bị tai nạn khá nặng , may mắn thay tính mạng vẫn được bảo toàn nhờ đội mũ bảo hiểm .",0
Giao hàng nhanh ốp đẹp  Đóng gói sản phẩm rất đẹp và chắc chắn,0
Ko ngon. Khô còn ẩm. Gia vị quá nhiều,1
giao hàng bị rách ,1
ok. nhanh đẹp,0
Giao hàng nhanh sản phẩm chuẩn như hình.,0
Hộp phấn đẹp nhưng phấn nước hơi ít  dùng vài tuần là hết 😂  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,0
1 sao là còn đỡ rồi đó!! Shop ko đáng có sao!! Làm ăn buôn bán ko có trách nhiệm ko có uy tín!!!lần trước giao thiếu hàng..lần này mua nhờ bù vào!!cuối cùng cũng ko có bù được luôn mặc dù giá sp chỉ 10k!!! Ko bao giờ dám mua hàng shop này nữa,1
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh. Nói chung là. Em thích.,0
Chất lượng rất kém hàng không như quảng cáo k hiểu sao bán trên Mall. Tốc độ sao dữ liệu quá chậm mà qc 3.0 có những lúc chỉ chạy KB/s.Thời gian trả hàng rất lâu và người trả hàng phải tự đi gửi chả biết shopee làm kiểu gì.,1
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền,0
Size không đúng chuẩn không đúng như quảng cáo.,1
Giao hàng nhanh nhưng sản phẩm kh phải màu đen :((,0
Máy dùng ok  Chất lượng tốt,0
Mình đặt màu Be nhưng  shop chuyển màu hồng.Một số nơ mặt nhựa hơi trầykhông có sách hướng dẫn sử dụng,1
Bắt âm kém vs rè quá 😢,1
Sản phẩm tốt nhưng hơi nhăn khi hàng về  Đóng gói sản phẩm rất đẹp và chắc chắn,0
Bình dùng thích lắm ạ núm mềm có van chống sắc lượng sữa xuống vừa phải. Bé nhà mình rất hợp tác. Quả là bình thần thánh như các mom giới thiệu. Shop phục vụ rất chu đáo. Đóng hộp rất chắc chắn và đẹp,0
. ko sang dau mo Cam a,1
Trước khi đặt mua mình cũng ko kỳ vọng gì chỉ là buộc phải mua vì loại áo khoác mỏng này cho bé không dễ kiếm. Tuy nhiên  dù đã chuẩn bị tinh thần nhưng sản phẩm còn tệ hơn mình nghĩ nữa. Mới giặt lẫn đầu mà phần cổ đã bị giãn gấp đôi so với kích thước ban đầu. Áo còn bị rách 1 lỗ nữa. Ngoài ra phần lưng áo cũng không giống hình.,1
Sản phẩm có mùi trà xanh nhẹ và dễ chịu ạ ,0
Giao hàng nhanh đóng gói chắc chắn. Máy sử dụng khá ổn ,0
Chất lượng sản phẩm rất kém. Quét cả buổi ko đc cái bacode mặc dù bacode rất bựlúc được lúc không. Phí tiền mua,1
.  chắc dành cho trẻ chưa biết đi  chỉ có 4-6 trang kg có gì đặt sắc cả,1
Shooky đáng iu lắm ><,0
Tiền nào của ấy chất khá ok!  Đóng gói sản phẩm rất đẹp và chắc chắn  Thời gian giao hàng rất nhanh,0
Day sacmau depnhung dau sac nho quakho su dung,0
Cảnh tỉnh cho những ai mua hàng sau này nhé. hàng lỗichất lượng kém hết sứcm cũng đã phản hồi nhẹ nhàng nhưng shop tl như vậy và k giải quyết thì thôi coi như m làm từ thiện 160k đó lun.lúc bán mún bán cho nhanh mà giao hàng lỗi hàng tệ cho KH ib thì im re làm ăn buôn bán lớn mà vậy àHết sức TỆ,1
Lần sau shop độn giấy vào tí cho đỡ  móp giày  nha .. Vẫn cho shop 5* vì Chất lượng sản phẩm tuyệt vời  Rất đáng tiền  Thời gian giao hàng rất nhanh,0
Thấm hút chống tràn tốt. Chỉ có miếng keo dán cuốn tã dễ bong lúc sử dụng. Hi vọng chủ shop nghiên cứu thêm chỗ này. Mình sẽ tiếp tục dùng. ,0
Dẫu biết tiền nào của nấy nhưng mà ghi chống nước khi sinh hoạt hay rửa tay là không đúng nhé :((Vẫn vào nước như bình thường,1
Cua hang nay sao o giao hang khach hang da dat the cao va da thanh toan 25/7 den nay van chưa được hang va da gui tin den cua hang van o thay hoi am. Lam the nao giong luong gat qua. Neu o thi xin liên he voi khach hang qua so dt 0913718362,1
Mình vừa cắn lên xay thịt đã luộc qua và cắt nhỏ cái máy có mùi khét và hỏng luôn trong vòng 1' khi sử dụng,1
Hàng đẹp như hình. Chất lượng thì dùng 1 thời gian mới biết đc,0
thank shop nhiều ^^ đấm rất tốt. có hơi bí. ,0
Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền. bjk vậy ko đặt mua hàng 😡😡😡,1
Dep qua. Chat cung ok,0
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh💓,0
"""Cái em Sam này ngốn ram khiếp(free:400MB), 1 lần mua e tởn tới già luôn !huhu""",1
Sách cũ dơ . ko hiểu tiki làm việc sao nữa . giao sách cũ ơi là cũ,1
Chất lượng sản phẩm tuyệt vời đóng gói hơi ẩu tí ạ lúc vận chuyển bj rách bì đựng may áo chưa bj gì chỉ hơi bẩn tí áo rất đẹp và ấm Thời gian giao hàng rất nhanh,0
. cần lưu ý Nút home cảm ứng ở trong màn hình sẽ là một thất bại tiếp theo của Sony,1
quan xau quá rộng nữa size ảo hả shop 27 ma nhu 30 ak. vay con k co nut cai quan nua chu,1
Shop phục vụ rất tốt. Thời gian giao hàng nhanh.  Đóng gói sản phẩm rất đẹp và chắc chắn,0
Máy kích bảo hành 1 tháng thật lòng không hài lòng với sợ bán nói một đường giao một nẻo nói bảo hàng 12 bằng imie mà giao tới nhận kích bảo hành 1 tháng Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,1
Son fake. Đánh lên môi k bám.,1
Hàng chất lượng kém k giống hình  màn hình nhỏ che mất 10% màn hình kính mờ k đẹp,1
Chất lượng sp tốt nhưng shop ship quá lâu ❌,1
Shop phục vụ rất kém giao sai size nhưng không đổi lại,1
. Tiền nào của ấy  mỏng như tất giấy phụ nữ vại :( .  Bỏ chữ Hàn Quốc đi nha bồ tèo,1
cần lưu ý đặt hàng 2 cái lớn mà giao sản phẩm lại 2 cỡ trung,1
Giá cả phù hợp với tiền,0
Chất lượng sản phẩm kém. Xạc lâu mà chỉ ấm nhẹ,1
Gia re ma sd cung tot tiet kiem cho cac ba me ma shop tang 6 cai khg cung loai voi bich ta nhung du sao  cung cam on shop Rất đáng tiền Thời gian giao hàng rất nhanh,0
Hành đẹp lắm  Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền,0
Xây lần dau tiên đứng máy không xây duoc thất vọng.,1
Bốt đẹp chuẩn size ôm chân cực kỳ giao hàng nhanh bạn chủ shop tư vấn nhiệt tình mỗi tội bốt chỉ dài vừa đến đầu gối dài hơn nữa thì tuyệt vời luôn. Lần sau sẽ ủng hộ shop nữa. Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,0
Hộp kính bị trầy và nứt😂😂 mà kính bên trong k sao chắc do bên vc 😁,1
